COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE
STOLEN,"Non-insured Sprint customer If you are a non-insured Sprint customer with a lost or stolen device, please call:",102000000000.0,Sprint,17-MAY-17 05.21.34.803000000 PM
LQDDMG,damage,102000000000.0,Sprint,22-MAY-17 09.12.40.049000000 PM
CRCKSCRN,Dropped the phone outside and the screen shattered,105000000000.0,Sprint,07-JUN-17 04.19.05.493000000 AM
LQDDMG,My 8 month old daughter put the phone in her mouth.,109000000000.0,Sprint,09-MAY-17 02.43.25.527000000 PM
MLFUNC,phone turned off all the sudden. Refuses to charge or turn back on,101000000000.0,Sprint,04-MAY-17 09.00.43.048000000 PM
STOLEN,my cell phone was stolen yesterday somebody broke into to my home..,108000000000.0,Sprint,22-JUN-17 10.35.57.793000000 PM
MLFUNC,"When receiving calls, callers are unable to hear my voice. I took the phone to my local sprint store and the technicians said they were unable to fix the issue and that I should file a claim for a replacement phone.",109000000000.0,Sprint,04-MAY-17 05.56.09.221000000 PM
MLFUNC,my phone won't connect to the mobile network. cant make or receive calls or texts .,106000000000.0,Sprint,06-JUN-17 03.50.34.173000000 AM
LQDDMG,liquid damage,109000000000.0,Sprint,06-MAY-17 10.03.58.656000000 PM
CRCKSCRN,The phone was drop and cracked and the screen is now malfunctioning,108000000000.0,Sprint,06-JUN-17 07.52.17.436000000 AM
STOLEN,Stolen in the car,103000000000.0,Sprint,09-JUN-17 01.30.03.789000000 PM
LOST/UNREC,lost,112999952.0,Sprint,06-JUN-17 09.17.24.584000000 PM
STOLEN,STOLEN MY PHONE,108000000000.0,Sprint,16-MAY-17 06.18.48.211000000 AM
LQDDMG,A SOFT DRINK SPILLED ON IT,112694583.0,Sprint,11-JUN-17 08.34.44.832000000 PM
CRCKSCRN,Phone cracked and screen is not working,109000000000.0,Sprint,07-JUN-17 11.43.35.779000000 PM
CRCKSCRN,Cannot charge my phone with the port because the small piece I connect it to fell out,107000000000.0,Sprint,06-JUN-17 03.51.13.913000000 PM
LOST/UNREC,Got property taken by police and still habent got it back,101000000000.0,Sprint,04-JUN-18 02.44.07.867000000 PM
MLFUNC,"My phone has like a ghost. Just moves on it's own, presses speaker/mute and hits other numbers while I'm on the phone, and a temperature screen comes on",107000000000.0,Sprint,18-APR-17 11.37.28.227000000 PM
LOST/UNREC,lost it,101000000000.0,Sprint,07-JUN-17 05.01.29.791000000 PM
MLFUNC,"i have no service, it just says searching...",113235358.0,Sprint,04-MAY-17 02.10.06.000000000 PM
CRCKSCRN,My phone fell out of my pocket on to concrete. The corner of the screen cracked and it is now flickering lights back and forth. I can still insert my code to unlock my phone but it shakes too bad to open other tabs or apps.,103000000000.0,Sprint,06-MAY-17 09.10.59.522000000 PM
LOST/UNREC,Phone got knocked off boat into a lake,102000000000.0,Sprint,02-JUN-18 03.35.28.529000000 AM
MLFUNC,The phone will not stay powered up and I purchased a new battery and it still continues to do the same thing,105000000000.0,Sprint,08-JUN-17 03.53.09.291000000 PM
MLFUNC,it turns off and kick me out of applications the screen sometimes is not responsive,113146361.0,Sprint,19-APR-17 02.56.19.000000000 PM
MLFUNC,My phone doesnt charge,100000000000.0,Sprint,07-JUN-17 03.05.07.283000000 PM
LOST/UNREC,My cell phone is lost in the bus.,104000000000.0,Sprint,05-MAY-17 06.25.04.206000000 PM
LOST/UNREC,"I was on my way home back from work, i dont know at what moment exactly it was lost, but i was, need a new phone, please help me!!",101000000000.0,Sprint,04-MAY-17 04.07.24.161000000 PM
LQDDMG,fell in water,100000000000.0,Sprint,23-MAY-17 11.46.43.013000000 PM
LQDDMG,damage,105000000000.0,Sprint,19-APR-17 02.33.29.106000000 AM
STOLEN,My mobile phone was stolen,111216554.0,Sprint,20-APR-17 01.11.12.372000000 AM
LOST/UNREC,Phone was left at Applebee's. Went back to get it and it was no longer there. I made a claim but I guess I put the wrong date so I had to make another claim.,107000000000.0,Sprint,05-MAY-17 07.00.28.666000000 PM
STOLEN,Home was broken into on 4/18/17 and the ipad was one of the items stolen.,109000000000.0,Sprint,18-APR-17 02.41.18.288000000 PM
STOLEN,STOLEN DEVICE IN THE MALL,101000000000.0,Sprint,18-MAY-17 05.18.25.621000000 PM
LQDDMG,it fell in water and cracked screen pouring outside when i got out of my car it fell into a large puddle on concrete,112532148.0,Sprint,04-MAY-17 10.49.47.166000000 PM
STOLEN,STOLEN MY PHONE,106000000000.0,Sprint,07-JUN-17 06.16.20.522000000 PM
LOST/UNREC,We were out on the river have a nice day simply just dropped my phone while fishing into the river too deep to retrieve it,104000000000.0,Sprint,05-JUN-18 06.23.33.679000000 PM
STOLEN,MY PHONE WAS STOLEN IN THE STREET,100000000000.0,Sprint,23-JUN-17 11.02.42.471000000 PM
CRCKSCRN,Phone dropped and will not display at all,108000000000.0,Sprint,06-MAY-17 11.50.42.879000000 AM
LQDDMG,the screen is liquid damage,106000000000.0,Sprint,23-MAY-17 04.22.37.481000000 PM
LQDDMG,coffee spilled on phone,112657281.0,Sprint,11-FEB-17 10.12.03.000000000 PM
CRCKSCRN,dropped it,100000000000.0,Sprint,05-MAY-17 07.49.05.610000000 PM
CRCKSCRN,It fell when i got off the car.,104000000000.0,Sprint,04-MAY-17 09.14.00.631000000 PM
STOLEN,stolen,109000000000.0,Sprint,24-JUN-17 01.10.11.999000000 AM
LQDDMG,There was a storm and I was running the phone slipped out and landed in deep water,106000000000.0,Sprint,15-APR-17 05.35.16.783000000 PM
CRCKSCRN,Phone fall and not working properly,105000000000.0,Sprint,07-JUN-17 05.32.53.233000000 PM
LOST/UNREC,I got lost at work,108000000000.0,Sprint,04-APR-17 01.33.29.644000000 PM
CRCKSCRN,Dropped phone on the floor and screen is cracked.,107000000000.0,Sprint,06-JUN-17 01.45.42.084000000 AM
CRCKSCRN,The phone had dropped and cracked and the battery is no longer charging. The phone is constantly dying.,112061570.0,Sprint,07-JUN-17 10.40.20.317000000 PM
LQDDMG,my phone was loading the bath and is me con in the toilet,108000000000.0,Sprint,17-JUN-17 05.26.43.044000000 AM
LOST/UNREC,lost work,101000000000.0,Sprint,06-JUN-17 09.49.14.021000000 PM
STOLEN,I was robbed when I came from a party last night and they stole my wallet and my cell phone,112890860.0,Sprint,23-JUN-17 10.15.44.919000000 PM
CRCKSCRN,working and the device fell out if my pocket,112837384.0,Sprint,07-MAR-17 05.19.04.000000000 AM
CRCKSCRN,dropped off a counter,102000000000.0,Sprint,04-MAY-17 05.37.38.769000000 PM
CRCKSCRN,"I was at work and the phone was in my work shirt pocket. When I went to get out of the truck, it fell out of my pocket and hit the ground.",102000000000.0,Sprint,06-MAY-17 12.37.31.455000000 AM
MLFUNC,"This is the replacement device that was sent to me on 6/6/2017. It will not stay charged, phone gets very hot to touch, and the hands free activation keeps running through and restarting the phone. I paid my $200 deductible. And this phone that was sent as my replacement is defective. I took my phone to my local Sprint store on 6/8/17 and the employee there told me the phone was defective. Original claim number is 101231128978. Thank you.",101000000000.0,Sprint,09-JUN-17 12.41.15.552000000 PM
LOST/UNREC,lost,102000000000.0,Sprint,06-JUN-17 07.48.01.171000000 PM
LQDDMG,My toddler put the bottom of the phone in the bathtub.,103000000000.0,Sprint,07-APR-17 03.24.18.433000000 PM
LOST/UNREC,lost my phone,110000000000.0,Sprint,06-JUN-17 08.45.27.613000000 PM
STOLEN,Two men on the street stole my phone while I was running in the park,106000000000.0,Sprint,22-JUN-17 10.10.49.858000000 PM
STOLEN,in the mall,102000000000.0,Sprint,09-JUN-17 01.58.37.035000000 AM
LOST/UNREC,Fell into lake.,106000000000.0,Sprint,04-JUN-18 10.14.10.867000000 PM
CRCKSCRN,"dropped phone, cracked across screen",107000000000.0,Sprint,06-JUN-17 04.20.08.615000000 PM
LQDDMG,Few in the pool,105000000000.0,Sprint,09-JUN-17 01.21.49.911000000 PM
CRCKSCRN,powers down and wont come back on,108000000000.0,Sprint,06-JUN-17 12.23.31.547000000 AM
LOST/UNREC,Fell in the lake.,107000000000.0,Sprint,06-JUN-18 12.52.20.767000000 AM
MLFUNC,it does not want to charge and the battery gets very hot and dies quickly. Freezes alot,111690227.0,Sprint,04-MAY-17 01.27.44.105000000 PM
LOST/UNREC,my divice is lost,105000000000.0,Sprint,01-JUN-18 07.29.10.485000000 PM
LOST/UNREC,"Fell off car, and went into a pond off the highway or ditch and can't find.",103000000000.0,Sprint,06-JUN-18 07.25.48.795000000 PM
MLFUNC,"The camera will not work at all, and my flash light does not work either!",109000000000.0,Sprint,04-MAY-17 07.03.13.949000000 PM
LOST/UNREC,i lost it,107000000000.0,Sprint,07-JUN-17 11.59.12.453000000 PM
CRCKSCRN,"Mother in-law opened up automatic back trunk on Toyota Sienna, I didn't realize and hit my head on it while using my phone. The phone sled out of my hand, hit the pavement and sled across the ground. Now the whole screen is cracked and broken into tiny pieces around the ear piece, I'm afraid I might cut my ear off. That sums it up.",101000000000.0,Sprint,04-MAY-17 09.18.55.720000000 PM
STOLEN,Phone stolen,108000000000.0,Sprint,19-APR-17 10.43.48.516000000 PM
MLFUNC,keeps freezing on me,112868891.0,Sprint,10-MAR-17 10.31.41.000000000 PM
LQDDMG,"Not sure it is water damage, got some water on it but not sure when it stopped working...repairman saw some kind of corrosion and advised to replace it",106000000000.0,Sprint,16-MAY-17 10.18.24.517000000 PM
CRCKSCRN,My phone fell out my hand why i was taking grocery in the house. And my screen is cracked,102000000000.0,Sprint,04-MAY-17 03.19.54.560000000 PM
MLFUNC,display,110000000000.0,Sprint,04-MAY-17 01.01.47.038000000 AM
LQDDMG,"Someone accidentally spilled a drink on me which got on my phone. When the drink spilled I got up the phone fell and cracked the screen as well. Also, the phone does not charge now.",105000000000.0,Sprint,23-APR-17 07.25.14.115000000 AM
MLFUNC,"even after charging ... the unit will not restart or power up. I took the unit last night to the Apple store in manhattan Beach, CA and the Sprint repair store in Torrance, CA and neither store could help me out with my unit. They did try",103000000000.0,Sprint,19-APR-17 04.02.19.484000000 AM
MLFUNC,"It started on a Hot day during my Lunch break, as I was rushing around and doing my errands I walked to my friends place and while walking upstairs the phone slipped out of my pocket. The only issue is that my screen is not cracked or damaged however my touch screen capabilities have failed. The phone can charge, run apps, make calls & still play music.",105000000000.0,Sprint,12-JUN-17 05.49.45.178000000 PM
LQDDMG,liquid damage,105000000000.0,Sprint,24-APR-17 09.19.59.885000000 PM
STOLEN,I was in a restaurant and someone went in my car and took the phone.,110915321.0,Sprint,15-APR-17 04.19.14.484000000 AM
STOLEN,My phone was stolen,108000000000.0,Sprint,09-JUN-17 04.41.34.737000000 PM
MLFUNC,"Apps randomly stop working, phone will restart over and over .",102000000000.0,Sprint,07-MAY-17 09.17.55.595000000 PM
STOLEN,Stolen my phone,103000000000.0,Sprint,15-JUN-17 08.40.19.676000000 PM
STOLEN,I was working and I left my phone and jacket at a table and when I came back both of my belongings were gone.,103000000000.0,Sprint,08-JUN-17 11.55.00.520000000 PM
STOLEN,Opened my car and took everything I had when I was parked in the parking lot,109000000000.0,Sprint,06-JUN-17 07.41.59.052000000 PM
STOLEN,My iphone was stolen in a bar,113203283.0,Sprint,16-JUN-17 10.32.04.479000000 PM
STOLEN,I was at the gym left it in my gym bag in the locker the phone was missing when I got back,110969618.0,Sprint,19-APR-17 10.45.41.471000000 PM
LQDDMG,Dropped phone into water.,112392486.0,Sprint,09-MAY-17 08.40.51.345000000 PM
LQDDMG,Phone fell in toilet.,100000000000.0,Sprint,23-APR-17 09.20.39.291000000 PM
STOLEN,stolen,105000000000.0,Sprint,06-MAY-17 12.35.17.150000000 AM
LQDDMG,My cell phone got wet,103000000000.0,Sprint,22-APR-17 04.31.20.921000000 AM
MLFUNC,The charging port seems loose. Im using the original charger and cord and it still will not charge. It says that it is charging but the battery charges at an extremely slow rate. Ive had it on the charger from 0 precent to 65 percent in 3 days.,100000000000.0,Sprint,06-JUN-17 06.05.58.048000000 PM
LOST/UNREC,I lost it running in the park I'm sorry,106000000000.0,Sprint,07-JUN-17 08.27.15.587000000 PM
LQDDMG,My phone got wet while in a waterproof bag while I was on vacation,109000000000.0,Sprint,24-APR-17 09.50.11.640000000 PM
STOLEN,STOLEN IN THE PARTY ,106000000000.0,Sprint,19-MAY-17 04.07.27.043000000 PM
LOST/UNREC,I lost a cell st a cellphone on the train,101000000000.0,Sprint,06-JUN-17 08.03.22.655000000 PM
LQDDMG,I didn't get it wet but the repair center says it has water damage and needs replacement. perhaps humidity entered the device?,103000000000.0,Sprint,17-MAY-17 01.28.49.563000000 AM
MLFUNC,My phone has been experiencing some mechanical issues. It wont charge sometimes and when it does it automatically shuts down for 30 minutes or so then comes back on. Touch sensitivity is very off and sometimes when I tap it multiple times my screen won't respond. When I plug in headphones I cant hear anything and as soon as I unplug them I can hear.,101000000000.0,Sprint,15-APR-17 12.03.53.689000000 AM
LOST/UNREC,I had my phone in my shirt pocket and lean over side of boat to get fish i just caught and phone feel n water now its at bottom of lake,100000000000.0,Sprint,02-JUN-18 10.32.36.203000000 PM
MLFUNC,Will not stay charged very long,107000000000.0,Sprint,19-APR-17 05.05.52.041000000 PM
CRCKSCRN,My 1yr old dropped n banged my iPhone.,103000000000.0,Sprint,04-MAY-17 01.20.24.001000000 AM
STOLEN,My iphone stayed on the bus when I came back for a walk with the whole family,102000000000.0,Sprint,24-JUN-17 12.30.35.367000000 AM
MLFUNC,"With update, Recent Apps key will not function. Starting this evening 5/15/17- was charging normally. Used Samsung smart view to use with tv (as per normal nightly) phone screen began to blink mutliple times & became non responsive. Afterwards, phone would not charge with sprint charger, eventhough was charging previously & when incident happened. Turned phone off & on multiple different times & tried different chargers. Phone will no longer charge.",110000000000.0,Sprint,16-MAY-17 01.04.55.626000000 AM
CRCKSCRN,The charge port does not work at all so i have to wireless charge and the phone dies very fast,106000000000.0,Sprint,06-JUN-17 06.31.58.451000000 PM
LOST/UNREC,i lost it,107000000000.0,Sprint,06-JUN-17 08.40.42.263000000 PM
CRCKSCRN,dropped phone on concrete while trying to unlock door,109000000000.0,Sprint,04-APR-17 02.50.01.460000000 PM
CRCKSCRN,The phone stop working,102000000000.0,Sprint,07-JUN-17 03.35.28.995000000 PM
LQDDMG,Dropped in pool.,109000000000.0,Sprint,06-JUN-17 02.33.12.345000000 PM
CRCKSCRN,it came like that from yall. I just noticed it. what now ? I'm not paying anot,109000000000.0,Sprint,04-MAY-17 05.21.15.084000000 PM
CRCKSCRN,I fell and I was holding my phone. It landed face down and the screen cracked under the protector I had on it.,108000000000.0,Sprint,04-MAY-17 03.58.17.982000000 AM
LOST/UNREC,I was walking in the park with my dad and I lost my cellphone,103000000000.0,Sprint,06-JUN-17 09.47.56.376000000 PM
LQDDMG,Dropped phone,101000000000.0,Sprint,18-APR-17 09.45.51.066000000 PM
MLFUNC,Took it to sprint store and technician stated that the phone is bent,108000000000.0,Sprint,04-MAY-17 11.39.11.338000000 AM
MLFUNC,Phone keeps turning on and off.,107000000000.0,Sprint,11-JUN-17 04.19.26.741000000 PM
LQDDMG,The phone started tweaking. It looked like it was inverted and then the phone turn off and refuse to cut back on. It seem like water damage .,111142313.0,Sprint,15-APR-17 05.27.42.059000000 PM
LOST/UNREC,I got lost on the way home,108000000000.0,Sprint,07-JUN-17 04.14.21.871000000 AM
LQDDMG,I went to the sprint store on Biddle Road yesterday. The sprint employee opened the phone and told me it has been in contact with some kind of liquid,108000000000.0,Sprint,04-APR-17 05.07.03.499000000 PM
STOLEN,My cell phone was stolen on the bus,102000000000.0,Sprint,23-JUN-17 09.54.47.238000000 PM
MLFUNC,"I can hear others clearly, but they reception on their end isn't clear",104000000000.0,Sprint,18-APR-17 04.00.38.676000000 PM
MLFUNC,Went to turn on screen and it did not turn on. Screen simply flashes if power button is held.,113097115.0,Sprint,09-JUN-17 08.40.49.125000000 PM
MLFUNC,The touch screen on the phone doesn't always work.,107000000000.0,Sprint,12-JUN-17 08.50.14.574000000 PM
STOLEN,Mugged and stolen on the streets.,101000000000.0,Sprint,07-JUN-17 01.10.26.005000000 AM
LQDDMG,Phone fell into sink,112101197.0,Sprint,17-MAY-17 01.49.47.234000000 PM
MLFUNC,i cannot hear out of the piece when I hold it up to my ear.,104000000000.0,Sprint,06-MAY-17 10.08.28.019000000 PM
STOLEN,Was at a family function and put it down to cook.,102000000000.0,Sprint,17-APR-17 01.20.28.588000000 AM
STOLEN,My phone was stolen in the club,107000000000.0,Sprint,24-JUN-17 12.26.13.415000000 AM
CRCKSCRN,Device fell,107000000000.0,Sprint,07-JUN-17 02.10.10.828000000 AM
STOLEN,stolen,102000000000.0,Sprint,05-MAY-17 07.36.09.274000000 PM
CRCKSCRN,Phone was dropped. Screen was damaged. Touch screen functions are not working and screen is blurry.,104000000000.0,Sprint,04-MAY-17 03.41.02.700000000 PM
MLFUNC,charging / power issues,113099251.0,Sprint,11-APR-17 06.12.37.000000000 PM
CRCKSCRN,My phone fell and the screen cracked.,106000000000.0,Sprint,07-JUN-17 06.30.50.356000000 PM
STOLEN,Car was stolen wallet and phone was stolen also.,112921638.0,Sprint,17-APR-17 04.50.01.211000000 PM
MLFUNC,Will not charge or power on. We have purchased three new batteries and the phone is killing them in one use.,108000000000.0,Sprint,17-APR-17 04.39.30.016000000 PM
STOLEN,today in the gym,100000000000.0,Sprint,23-JUN-17 10.52.56.229000000 PM
CRCKSCRN,The sim card slot isnt working but because i have a crack in the screen i have to pay to replace phone once again,112412944.0,Sprint,04-MAY-17 04.23.02.035000000 PM
LQDDMG,liquid damage,105000000000.0,Sprint,20-APR-17 05.23.13.321000000 PM
MLFUNC,Can't hear and they can't hear cracking sounds,104000000000.0,Sprint,04-MAY-17 12.54.33.254000000 AM
MLFUNC,"Phone shut down with 14% power remaining. Once fully charged, it would not power on. LG screen is all that can be seen.",107000000000.0,Sprint,18-APR-17 03.35.19.559000000 AM
CRCKSCRN,Screen is busted an power button no longer works.,104000000000.0,Sprint,04-MAY-17 05.02.55.935000000 AM
LOST/UNREC,I Lost,102000000000.0,Sprint,06-JUN-17 03.09.42.098000000 AM
LOST/UNREC,somepeople took my device in the gym early,101000000000.0,Sprint,07-JUN-17 11.19.01.185000000 PM
LQDDMG,Fell in toilet,106000000000.0,Sprint,05-APR-17 05.54.01.986000000 PM
CRCKSCRN,"Device just stop working last night for no apparent reason. Phone has small crack on screen, but that happened when phone was new before we had a chance to buy a cover. Phone has had a cover on it ever since.",107000000000.0,Sprint,05-MAY-17 02.08.23.582000000 AM
LQDDMG,I fell in the pool,101000000000.0,Sprint,16-JUN-17 11.31.23.694000000 PM
CRCKSCRN,Phone fell screen down onto asphalt from about 3'. Screen is crack and black.,103000000000.0,Sprint,04-MAY-17 10.47.04.347000000 PM
STOLEN,i stolen my phone,105000000000.0,Sprint,17-MAY-17 04.21.25.492000000 AM
LQDDMG,Last night I was with my family at the pool and my cell phone dropped and I got wet,107000000000.0,Sprint,20-APR-17 04.50.39.989000000 PM
LQDDMG,Phone fell in toilet.,103000000000.0,Sprint,17-MAY-17 02.34.37.417000000 AM
STOLEN,stolen my phone,101000000000.0,Sprint,06-JUN-17 03.57.17.543000000 AM
LOST/UNREC,"My son was arrested on May 11, 2016. After he was released the end of May he could not locate his phone. He has looked everywhere. He had one more person to check with yesterday and no phone.",111861798.0,Sprint,06-JUN-17 04.46.39.396000000 PM
STOLEN,"I left the phone in my office drawer. Upon returning to my office on 4-16-17 AM around 10:30, I discovered that the phone was missing along with my personal checks, and personal financial information. A police report was filed on 4-17-17",105000000000.0,Sprint,18-APR-17 07.09.43.919000000 PM
MLFUNC,"Phone dropped and screen begin to blink, on June 6th screen display completely blacked out.",108000000000.0,Sprint,07-JUN-17 03.31.45.304000000 AM
LQDDMG,I was walking outside tripped and dropped phone on pavement screen cracked and landed in mud,101000000000.0,Sprint,23-JUN-17 10.32.11.836000000 PM
MLFUNC,Just stopped working. Can't hear any sound without headphones,108000000000.0,Sprint,16-MAY-17 11.49.43.586000000 PM
CRCKSCRN,Had my phone in my back pocket and was rushing to assist a lady in need of help and my phone fell out of my pocket and landed on concrete floor with front screen landed flat first on floor.,105000000000.0,Sprint,05-MAY-17 03.55.33.361000000 PM
STOLEN,My purse was stolen and my phone was in it,108000000000.0,Sprint,19-APR-17 02.44.23.757000000 PM
MLFUNC,Home button doesnt work correctly and will not restart.,109000000000.0,Sprint,17-JUN-17 03.10.54.546000000 AM
STOLEN,phone was taken from break area of job,104000000000.0,Sprint,17-MAY-17 03.15.34.016000000 PM
LQDDMG,My phone was dropped onto the pavement in which the screen cracked and broke in the lower left corner. Later on that week it was dropped into a sink of dishwater.,103000000000.0,Sprint,05-MAY-17 09.15.01.225000000 AM
LOST/UNREC,grocery store,113045597.0,Sprint,03-APR-17 05.41.37.000000000 PM
LOST/UNREC,Fell in lake,105000000000.0,Sprint,03-JUN-18 09.17.56.716000000 PM
STOLEN,Stolen from my purse while I was out of town with friends.,112127294.0,Sprint,08-JUN-17 05.39.55.365000000 PM
STOLEN,Was eating outside at my job and had my phone on the table. I bent down to pick up my fork and it was gone.,108000000000.0,Sprint,09-JUN-17 02.40.20.669000000 PM
MLFUNC,My son dropped the phone in Walgreens and now the screen is blurry with lines running through it.,104000000000.0,Sprint,16-MAY-17 08.40.54.409000000 PM
LQDDMG,The phone fell in the bathtub as it was filling up.,113304077.0,Sprint,08-JUN-17 08.32.48.795000000 PM
MLFUNC,Phone keeps restarting and shutting off and will not charge very fast,100000000000.0,Sprint,06-JUN-17 01.17.42.427000000 PM
CRCKSCRN,The phone was dropped and cracked in the corner and then it started to spread,101000000000.0,Sprint,06-JUN-17 11.35.59.923000000 PM
STOLEN,At shopping mall phone was on top of purse set it down for a second turned back around it was gone with my purse,103000000000.0,Sprint,20-APR-17 01.16.51.843000000 AM
LQDDMG,there was moisture in my bag,112043207.0,Sprint,07-JUN-17 05.11.21.449000000 PM
CRCKSCRN,Drop the phone screen went black,111461754.0,Sprint,04-MAY-17 11.30.30.635000000 AM
STOLEN,my cell phone was stolen yesterday somebody broke into my car,113387450.0,Sprint,22-JUN-17 10.56.11.065000000 PM
STOLEN,My cell phone was stolen when I was walking with my best friend to my house,108000000000.0,Sprint,18-APR-17 01.59.09.099000000 AM
STOLEN,Lended the phone to someone and it was never returned.,104000000000.0,Sprint,08-MAY-17 02.52.26.847000000 AM
MLFUNC,Tablet stop working... does not turn on,107000000000.0,Sprint,15-APR-17 04.59.56.514000000 AM
LQDDMG,liquid damage on board.,102000000000.0,Sprint,04-MAY-17 10.50.40.727000000 PM
STOLEN,While parked at A P Tureaud inside of my vehicle I was robbed of cell phone bearing number 2403461109 police were and incident report number given which will be uploaded,100000000000.0,Sprint,17-MAY-17 09.33.44.432000000 PM
MLFUNC,I was sent my cell phone today and it does not start charging or doing anything,105000000000.0,Sprint,09-JUN-17 05.40.37.918000000 PM
LOST/UNREC,I put my phone down and forgot where I had put it.,105000000000.0,Sprint,03-MAY-17 11.33.37.219000000 PM
CRCKSCRN,Getting out of car slipped out of my hand and hit the ground,108000000000.0,Sprint,04-MAY-17 05.34.59.073000000 PM
MLFUNC,my phone no found,109000000000.0,Sprint,09-JUN-17 01.20.21.389000000 AM
CRCKSCRN,I had trip and my phone drop out my hand,105000000000.0,Sprint,04-MAY-17 05.07.34.183000000 AM
MLFUNC,the phone is glitching,103000000000.0,Sprint,07-JUN-17 01.14.24.598000000 PM
LQDDMG,dropped in bathtub,111000571.0,Sprint,15-MAY-17 11.26.58.268000000 PM
MLFUNC,charging / power issues,113304577.0,Sprint,18-MAY-17 07.18.52.000000000 AM
LOST/UNREC,Lost it,102000000000.0,Sprint,05-MAY-17 05.16.23.422000000 PM
LOST/UNREC,I lost a cellphone on the train,101000000000.0,Sprint,06-JUN-17 07.50.14.742000000 PM
LOST/UNREC,i was in the supermarket by buying the house tried to look but it was hard to find i dont remember when lost but i find for every where and dont find need my phone plese,100000000000.0,Sprint,06-JUN-17 06.35.01.552000000 PM
LOST/UNREC,I don't know my device,109000000000.0,Sprint,02-JUN-18 10.20.15.840000000 PM
STOLEN,"My phone was stolen at a social gathering. I had set the device on the couch I was sitting on and left for a brief moment. When I went back, my phone was missing. I searched everywhere for it and attempted to find it through find my iphone and set the device as lost in addition to a text asking for it to be returned. I waited over one week in hopes of finding the phone but was unsuccessful.",110988721.0,Sprint,18-APR-17 06.59.34.385000000 PM
MLFUNC,"When calling out or doing video, no one can hear me.",110075219.0,Sprint,16-APR-17 01.27.55.567000000 PM
LQDDMG,my phone fell into the water,103000000000.0,Sprint,10-JUN-17 05.34.25.239000000 PM
LOST/UNREC,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,109000000000.0,Sprint,06-JUN-17 06.44.44.006000000 PM
LQDDMG,It fell in the sink while doing dishes,113231776.0,Sprint,12-JUN-17 09.48.19.652000000 PM
MLFUNC,The charger port seems to be having a shortage,110000000000.0,Sprint,09-MAY-17 03.23.42.212000000 PM
LOST/UNREC,lost,107000000000.0,Sprint,07-JUN-17 11.14.38.841000000 PM
LQDDMG,"My dog knocked my soda on it.Yes,really.",106000000000.0,Sprint,04-MAY-17 08.31.22.657000000 PM
LOST/UNREC,Fell out of pocket on a roller coaster at kings island,102000000000.0,Sprint,02-JUN-18 02.58.55.188000000 PM
CRCKSCRN,"cracked screen, home button is out of place. not functioning right it is lagging and it gives me problems when notifications pop up",113238560.0,Sprint,04-MAY-17 09.51.59.000000000 PM
LQDDMG,device was left outside in the rain,109000000000.0,Sprint,04-MAY-17 02.03.33.982000000 PM
STOLEN,Stolen,110424200.0,Sprint,06-MAY-17 07.12.33.702000000 PM
STOLEN,stolen from my car when i was at gas station with my kids,107000000000.0,Sprint,06-JUN-17 02.54.29.073000000 AM
LQDDMG,It fell out of my car when it was raining,101000000000.0,Sprint,23-MAY-17 03.08.32.822000000 PM
LOST/UNREC,my device got lost in the office,101000000000.0,Sprint,06-JUN-17 08.04.27.956000000 PM
MLFUNC,fully charged unplug use for few then turns off when you turn back on states no battery then blinks when on charger only noticeable in dark room,108000000000.0,Sprint,03-APR-17 09.01.50.514000000 AM
STOLEN,my phone was stolen,105000000000.0,Sprint,07-JUN-17 08.00.07.358000000 PM
CRCKSCRN,Phone got really hot and it won't power off. There is spiderweb crackling. The sprint associate said the lcd is damaged and surprised that it continued to work. There was no apparent reason for the phone to quit working suddenly.,103000000000.0,Sprint,04-MAY-17 07.40.16.138000000 PM
LQDDMG,liquid damage,100000000000.0,Sprint,22-APR-17 11.49.43.009000000 PM
STOLEN,Phones were stolen from neighbors backyard,106000000000.0,Sprint,17-MAY-17 09.28.50.231000000 PM
LQDDMG,The device fell out of my pocket and cracked the screen as well as it was rain which cause liquid to get in the phone.,110535761.0,Sprint,23-MAY-17 04.14.09.594000000 PM
STOLEN,i was having lunch with a friend when a man snatched my phone from my hands from the back and took off running and jumped into a red bmw,112861403.0,Sprint,09-MAR-17 11.05.02.000000000 PM
MLFUNC,"My phone charge outlet is corroded, The phone will not charge.",110000000000.0,Sprint,09-JUN-17 08.52.14.083000000 PM
LQDDMG,Phone fell in cup holder cracked screen and water damage,108000000000.0,Sprint,17-APR-17 10.53.42.544000000 PM
LOST/UNREC,It fell out of my pocket as I was walking across a bridge in the Netherlands,104000000000.0,Sprint,04-JUN-18 02.30.08.897000000 PM
MLFUNC,Camera makes noise when I open it and takes unrecognizable photos.,108000000000.0,Sprint,12-JUN-17 04.39.58.205000000 PM
CRCKSCRN,Phone was accidentally dropped.,103000000000.0,Sprint,06-JUN-17 03.22.12.806000000 AM
MLFUNC,The screen constantly displays the empty battery icon and will not turn on even when charging.,104000000000.0,Sprint,18-APR-17 06.26.12.856000000 PM
MLFUNC,IT TURNS OFF BY ITSELF,107000000000.0,Sprint,04-MAY-17 01.34.36.251000000 AM
