COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,
MLFUNC,Home key not working,1E77E3FCAAF10240A81B0F8C418D0E55,1.02E+11,Sprint,
MLFUNC,The screen touches by itself without being physically touched.,1E77E45DE8FD01E09D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,The screen glitches and phone turns off while trying to use camera,1E77E4BF5E100020A81B0F8C418D0E55,1.04E+11,Sprint,
MLFUNC,Phone dont want stay on screen went blank,1E77E4FF0FF00350A81B0F8C418D0E55,1.02E+11,Sprint,
MLFUNC,Touch screen isn't working. Power and volume buttons are still working but the touch screen isn't,1E77E56815A805909D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,"The iPhone has had issues charging. The lightning port of the phone is malfunctioning and I've tried different lighting cables and different outlets, even a portable charger. The phone won't charge well.",1E77E9558E8307D09D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,"Phone says ""searching"" ""no service"" cannot make calls, text or use data.",1E77E9B5B5530170A81B0F8C418D0E55,1.03E+11,Sprint,
MLFUNC,phone seemingly died after turned on screen no longer worked. audio constantly say headphones in with no headphones in.,1E77E9E582980CA09D8B552A0CBC75AE,1.05E+11,Sprint,
MLFUNC,Touchscreen not working,1E77EA0C155000909D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,UNLOCK KEY IS MAKING A RATTLE SOUND AND WHEN SOMEONE CALLS THE PHONE MAKES A STATIC SOUND WHEN ON VIBRATE,1E77EA5B459D0820A81B0F8C418D0E55,1.02E+11,Sprint,
MLFUNC,The phone only turn on when the charger is connected. once disconnected the phone does not allow me to turn on,1E77EA6DA7210530A81B0F8C418D0E55,1.04E+11,Sprint,
MLFUNC,The apple screen lights up but the home screen never comes on.,1E77EA9E59430E409D8B552A0CBC75AE,1.10E+11,Sprint,
MLFUNC,the phone just stopped powering on and it will not charge,1E77EAA27AAE02209D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,"screen flickers, opens and closes apps randomly. makes random calls. touch screen really finicky",1E77EAAB4F7307509D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,Device will not turn on or power up.,1E77EADAB4EF05509D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,the phone will powercycle randomly. I have reset the device and it is still having the same issues.,1E77EAF1C32809209D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,"The battery was low, went to charge it and now the screen is completely black, ive talked to a tech and they could not get it to work either.",1E77EAFD68290C70A81B0F8C418D0E55,1.09E+11,Sprint,
MLFUNC,Touch screen not working. Thank you,1E77EB0AC5BF0120A81B0F8C418D0E55,1.05E+11,Sprint,
MLFUNC,Will only hold charge 4 hours.,1E77EB0C603A01409D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,Device worked fine yesterday until about mid day. Then it simply stopped working. The blue light blinks but the phone will not turn on and the touch screen will not respond at all.,1E77EB4557F00410A81B0F8C418D0E55,1.02E+11,Sprint,
MLFUNC,The phone won't stay charged and now it will not even connect to the Sprint Network. I was told by the store to file a claim.,1E77EB4C138102A0A81B0F8C418D0E55,1.04E+11,Sprint,
MLFUNC,My phone is stuck searching for the network and is only working on wifi connection,1E77EB6A22460010A81B0F8C418D0E55,1.06E+11,Sprint,
MLFUNC,the phone will not hold a charge and when it dies it wont take a charge,1E77EBB908CF0330B8E2C5498E360678,1.09E+11,Sprint,
MLFUNC,When it would turn on it would go straight to a blue screen and then shut off. Not able to see that device was charging.,1E77EBD7040C00A09D8B552A0CBC75AE,1.09E+11,Sprint,
MLFUNC,The device won't power on. It won't charge,1E77EBD8C2080670B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,At work about two days ago my device was charging fine then when I got home my charger wouldn't go all the way in ill either have to hold it or just let it sit,1E77EBDF92960D90B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,"I noticed on August 08, 2017, that my phone would not turn on, that is when I contacted Sprint for some advice.",1E77EC069F2F04409D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,Was texting then the touch quit working on the screen.,1E77EC13F7F808809D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,"Nothing happened to damage the phone, I am just not able to hear very well when someone calls me or if I have my phone to my ear. My phone is not cracked or broken nor has NOT been around liquids or dropped into liquids. Also, the voice recognition does not work well at all.",1E77EC1A9FE90070B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,Won't power on past the apple logo,1E77EC28D3D207C09D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,It just stopped working,1E77EC48716309C0B8E2C5498E360678,1.10E+11,Sprint,
MLFUNC,phone is not charging,1E77EC5184190DE0B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,When using the phone I have to use headphones or keep my phone on speaker just to hear. When my phone rings the volume is low. I also have to lock my phone because it doesn't shut off on its own. When I'm on the phone the screen stays lite and at times my cheek will hit the mute button.,1E77EC6420CD00D0B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,blue tooth will not stay on. cycles on and off constantly. problem for over a month.,1E77EC6484ED06009D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,"The phone just shutdown, and then wouldn't boot up. It stops at the LG screen until I remove the battery and try again, then it stops at the LG screen each time. I purchased a new OEM battery and replaced it. It continues to boot to the LG screen and hang there.",1E77EC6F267E09109D8B552A0CBC75AE,1.09E+11,Sprint,
MLFUNC,The charger port stopped working abruptly and I haven't been able to charge the battery since then.,1E77EC9164D909409D8B552A0CBC75AE,1.10E+11,Sprint,
MLFUNC,Screen not working,1E77ECB9E59401C09D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,black screen,1E77ECD6B8A40A30B8E2C5498E360678,1.10E+11,Sprint,
MLFUNC,phone will not turn on,1E77ECD988A50ED0855E005056873580,1.08E+11,Sprint,
MLFUNC,Screen won't come on it's just black no physical damage,1E77ED170A3B01109D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,Bluetooth is inaudible to person you are calling.IT IS NOT THE BLUETOOTH.inaudible in my car and on multiple different devices.,1E77ED19067D0D009D8B552A0CBC75AE,1.02E+11,Sprint,
MLFUNC,"It starts to charge and shows a battery on the screen, but doesn't turn on.",1E77ED2000EA00809D8B552A0CBC75AE,1.02E+11,Sprint,
MLFUNC,Can't do anything with the screen including turning it off. It stays really dim with lines across it and won't respond to touch but you could hear messages coming in.,1E77ED257CCA01F0B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,"does not charge rapidly, i replaced fast charger also the cable several times, it will not charge fast, now its not charging at all , if it does it takes hours to charge..i get notification that the battery is draining faster that its able to charge",1E77ED64F6170E60B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,A battery defect,1E77ED75F90C01009EADB5B562D9FAC2,1.06E+11,Sprint,
MLFUNC,Won't boot.,1E77ED9566930D309D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,"Camera quit functioning on Apple camera, then on Snapchat. Phone kept freezing whenever app was opened. Now phone tries to turn on but to no avail.",1E77EDA58EBF0B009D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,Besides it not charging/staying charge. There is a faint pink in the background.,1E77EDAE35290560B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,"battery overheats and dies, various connectivity issues",1E77EDBCFD0B0A70B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,I tried to plug it in to charge and the device kept blinking on and off. Once it held a charge the screen proceeded to display black or blotchy for the remainder of the day,1E77EDBDAF240EA0B8E2C5498E360678,1.00E+11,Sprint,
MLFUNC,It just won't turn on anymore. I have charged it with a known good charger and attempted a soft reset,1E77EDD01FD20910B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,Phone charges but it I use it charge only lasts 20 minutes,1E77EDD51A010F90B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,Battery charges but does not hold a charge,1E77EDD51A010F90B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,Device is experiencing issues turning on and off. attmped hard reset.,1E77EDE8055608D09D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,The front facing camera clicks and makes the pictures look (on screen and once pic taken) like you are under water. The screen ripples and constantly moves along with a clikcing sound. It does this only in forward facing mode vertical or horizontal positioning. Also the jack doesn't work any longer for earphones.,1E77EDF5FADC0540B8E2C5498E360678,1.10E+11,Sprint,
MLFUNC,"When using the front facing camera, the screen looks like you are underwater. The phone also clicks. It doesn't matter if the phone is vert/hort. It was listed as an issue and fixable via Apple, but they said my serial # wasn't included. The exact issue that is on their site is exactly what is happening. You can't take a pic or video front facing without it being blurry.",1E77EDF5FADC0540B8E2C5498E360678,1.10E+11,Sprint,
MLFUNC,I tried to use my camera and it kept force closing I reset the phone and my camera still force closes,1E77EDF81C4903C0B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,"Blinks white screen with Apple logo then goes black and does it repeatedly , can't turn on or off",1E77EE1A11920310B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,"Sim card not being read, message saying invalid sim card",1E77EE21EAEC0B90B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,The device will not stay charge at all even when I have it charge for more than 2 hours still will not fully charge will stay less than 30%.,1E77EE4080790F50B8E2C5498E360678,1.08E+11,Sprint,
MLFUNC,At first when i got it my apps would crash and my phone would randomly reset and delete everything in my phone and sometimes my phone would go into a white blank screen now my phone got hacked and it wont let me get in,1E77EE65D1490FA0B8E2C5498E360678,1.00E+11,Sprint,
MLFUNC,Phone not charging,1E77EE74E1FE0DF09D8B552A0CBC75AE,1.00E+11,Sprint,
MLFUNC,My phone stopped turning on,1E77EE84EFB80B70B8E2C5498E360678,1.09E+11,Sprint,
MLFUNC,Won't turn on,1E77EE86B4CB00B09D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,The touch screen will not work when you touch it,1E77EEABF8FD0150B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,will not charge properly,1E77EED39B2D06609EADB5B562D9FAC2,1.07E+11,Sprint,
MLFUNC,Touch screen will not work it only works with stylus,1E77EEE9AB5E0E60B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,Charging port went bad then the phone overheated and died,1E77EF02DD0F0810B8E2C5498E360678,1.06E+11,Sprint,
MLFUNC,Is a white vertical line on the edge of the screen after a while half the screen goes green vertically,1E77EF0D3F300760B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,"Several days ago (going on Day 5 now) my phone stopped working. I cannot make any phone calls or send any text messages. I also cannot receive any messages or phone calls. When i go to ""Settings- General: About-""My network says, ""Not Available""",1E77EF1E4AE00F409D8B552A0CBC75AE,1.02E+11,Sprint,
MLFUNC,"I was using my phone the day of as normal and when i went to charge it that evening my phone said it was at 0%, i charged it for 20 mins and my phone was still at 0% and would not charge. i tried again the next day and it would not turn on.",1E77EF55947E02609D8B552A0CBC75AE,1.08E+11,Sprint,
MLFUNC,"Phone battery is being drained quickly and device keeps overheating. I had to charge it constantly throughout the day. The battery dies quickly and goes from 40-ish percent to dead within minutes. It also keeps overheating. The device got so hot, the glue melted and the back cover started detaching.",1E77EF574AF10CD0B8E2C5498E360678,1.00E+11,Sprint,
MLFUNC,"The phone screen is black. It still rings, charges and makes all alert sounds.",1E77EF60451E05209D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,"phone stays in the ""searching"" mode for service. Took phone to Apple, told to take to Sprint for new Sim card. New Sim card replaced. Sim card holder slightly bent. This fixed the issue for 2 days. Same problem occurring today.",1E77EF7481300F409D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,phone was on. but in the afternoon phone turned off and will not turn on. does not charge,1E77EF76DF0F07E09D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,THE CHARGING JACK DOES NOT WORK FOR HEADPHONES OR THE CHARGER,1E77EFC32E750810B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,Not charging.,1E77EFDB981604A0B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,"Phone keeps blacking out, lines across screen, keeps asking to restore phone multiple times.",1E77EFDDEBF80AD0B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,dials numbers automatically. touch screen issues. cant answer cant hang up,1E77F01B5B4A08609D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,"Dropped phone when someone bumped into me, and screen went blank. Unable to reset, but blue light is flashing and device keeps getting warmer; can't even turn it off.",1E77F02E05920450B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,"Phone has never been dropped or slammed, one day the screen just went black and pressing the power button or the home buttons doesn't turn it back on. Now the whole right side of the screen is black, however I am still able to use the phone the touch works I just can't see on one side.",1E77F03730240ED09D8B552A0CBC75AE,1.05E+11,Sprint,
MLFUNC,It won't turn on.,1E77F04872840710B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,The phone is stuck in headphone jack mode even tho there is no headphone inside the jack. It will not let me talk without speaker on because of this issue,1E77F059D6EF0C70B8E2C5498E360678,1.00E+11,Sprint,
MLFUNC,The GPS has completely gone haywire... It will not stay on your location while you are moving about.,1E77F08656E401C09D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,My device will not power on or operate at all. Before that the GPS wasn't working.,1E77F099E8F80AD09D8B552A0CBC75AE,1.00E+11,Sprint,
MLFUNC,The phone will not hold any charge and takes hours to fully charge. Battery drains quickly as soon as it is unplugged.,1E77F0AB4D990B909D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,Dropped phone. screen went blank.. turn phone off & took battery out for a couple days. turned phone back on and it came on and went right back off,1E77F0B1B22703E09EADB5B562D9FAC2,1.02E+11,Sprint,
MLFUNC,Device stopped functioning. Vibrates and shows samsung splash screen butnever goes further.,1E77F0B3162D0D209D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,"port charger doesnt work properly, was dropped",1E77F0B9F63901C0B1540050568763AB,1.07E+11,Sprint,
MLFUNC,"My phone was charging yesterday and working just fine and now today it won't charge and its dead tried to use a differnt charger and still not charging. My roommate has a iPhone and used my charger to see if its the cable and its not the charger its mine phone. This is a brand new phone and its not even a year old. Plus, i used my calls texts and apps was working like it always does and the light shows that its need to be charged and agian it won't charge.",1E77F0F026F10200B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,My phone works only when its plugged into my car charger. Once I take it off it shuts down and I can't restart it.,1E77F109ACEA0E10B8E2C5498E360678,1.06E+11,Sprint,
MLFUNC,Was facetiming and the screen went black and became hot.,1E77F2C1E08502C09D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,Device is not audible when taking calls or holding a charge and the display is pixilated,1E77F3720DE70C30B8E2C5498E360678,1.09E+11,Sprint,
MLFUNC,"Dropped on cement. Screen went all funky at first, now will not turn on at all.",1E77F588E6C200B0B8E2C5498E360678,1.10E+11,Sprint,
MLFUNC,"The phone does not ring, and incoming calls are often missed. In addition, random 'outgoing' calls are made unknowingly. On 8/08/17 a Sprint representative tested the phone on-site at a store for an hour, and suggested filing a claim to replace the device.",1E77F61577A20F309D8B552A0CBC75AE,1.02E+11,Sprint,
MLFUNC,Stopped working and repair shop has no clue and cannot fix,1E77F64F8A2D0E909D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,"It just stopped charging, brought to Sprint technical place to have it looked at they replace the battery a week ago it worked for a couple of days and now again if it's not taking a charge but it again to be looked at guy said it can't be fixed to call the insurance",1E77F672C8B806B0B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,The screen is blurry and has lines and streaks. Not able to use the touch screen capabilites. Not able to put in my security pin.,1E77F68B2CDF0D60B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,"often, the screen flashes (like rainfall), sometimes goes black. Many times, a soft restart will temporarily resolve issues. Also, you have to hold it with pressure on the back of the phone to advance the screen.",1E77F6E6850609C0B8E2C5498E360678,1.09E+11,Sprint,
MLFUNC,Screen won't turn on but I can receive calls,1E77F6FBF3C70FC0B8E2C5498E360678,1.08E+11,Sprint,
MLFUNC,Camera will not turn on,1E77F7177A4C0AD0B8E2C5498E360678,1.06E+11,Sprint,
MLFUNC,"Phone freezes when attempting to answer. Usually, I have to call the caller back.",1E77F72FD42E0B309D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,I cannot hear through the receiver but speaker works fine.,1E77F72FD42E0B309D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,My phone says either searching or no service at the top left. I am unable to receive or place any calls,1E77F7743D810580B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,My Home button does not work. That preceded to my charger (not charging port) to stop working as well. My screen is unresponsive to touch the majority of the day and my camera is very hard to focus in addition to being blurry.,1E77F77941D80D90B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,Nothing happened to it that I know of. The battery just started dying really quickly a few days ago.,1E77F7A649E607D0B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,iPhone will not stay charged longer than 2 minutes before dying.,1E77F7ADA0B409C080E700505687553E,1.03E+11,Sprint,
MLFUNC,Pink line/artifact on display,1E77F7E3D83E03B0B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,"I tried to connect, to charge my device, but never charge, start a make noise, like beep, beep,, and turn way to much hot.",1E77F81186AF0160B1540050568763AB,1.03E+11,Sprint,
MLFUNC,my phone will not turn on or charge. Prior to this the speaker stopped working. I could hear calls but they could not hear me except when it was on speaker phone.,1E77F81598240DB0B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,"I can't talk ,When I call people do not listen to me and the phone does not charge well",1E77F83303DC0F909D8B552A0CBC75AE,1.08E+11,Sprint,
MLFUNC,Phone will not hold a charge and will not charge.,1E77F83FA30902609D8B552A0CBC75AE,1.10E+11,Sprint,
MLFUNC,The phone was dropped and now the screen has multiple lines on it and the touch screen is having issues.,1E77F86D0F5B0BC09D8B552A0CBC75AE,1.05E+11,Sprint,
MLFUNC,Phone will not power on. Goes from white screen with apple on it to black back and forth,1E77F8AA208A07609D8B552A0CBC75AE,1.05E+11,Sprint,
MLFUNC,Google locked device because of corrupted email. Need to get a new device that will not have recognized the email address to corrupt the phone and hinder it from backing up.,1E77F8B5216F0F30B8E2C5498E360678,1.06E+11,Sprint,
MLFUNC,Phone camera lens is missing. cust doesn't know what happened to the device but it isn't covered with the instore half off repair,1E77F8B89AFA01E0B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,"The device gives a ""Moisture Detected"" error when the charger is plugged in. Because of this error, the device will not take a charge.",1E77F8D3EB5A0F209D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,touch screen isnt working and there is no physical damage to the phone,1E77F8E6570E02F09D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,Phone no longer chargers or powers on.,1E77F8E7E2D906D0B8E2C5498E360678,1.01E+11,Sprint,
MLFUNC,Wont stay on or charge,1E77F8F34A7C02F09EADB5B562D9FAC2,1.09E+11,Sprint,
MLFUNC,"it power off all the time, my call want go through sometime I get a blank screen",1E77F911C0C400C09D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,"Keeps freezing, Not responding, Over heating.",1E77F92E12E20520855E005056873580,1.09E+11,Sprint,
MLFUNC,boot loader,1E77F97403160E20855E005056873580,1.06E+11,Sprint,
MLFUNC,Phone was on then powered off and flickered will not come back on.,1E77F993DD4509609D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,LCD fucked underneath glass,1E77F99416C20620B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,Home Button does not work. Does not Charge. Camera Does not Focus,1E77F9A28CDB0330B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,Dropped device no physical damage. Went to repair center and they opened it and indicated internal corrosion so they could not fix.,1E77F9BC55B40180B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,Nothing happened to the device but out of nowhere the screen is shaky.,1E77FA03B9BA0340B8E2C5498E360678,1.06E+11,Sprint,
MLFUNC,"Battery shortages, overhear problem�s, etc",1E77FA529DE100C0B8E2C5498E360678,1.06E+11,Sprint,
MLFUNC,The touchscreen does not always work. Sometimes it will just randomly open things and call people. In order to use the phone I have to make calls thru Siri. I am unable to answer any calls if I do not have my headset.,1E77FAFBA7DF0230B8E2C5498E360678,1.08E+11,Sprint,
MLFUNC,Microphone or speaker sounds broken during phone conversation,1E77FB17576D0330B8E2C5498E360678,1.09E+11,Sprint,
MLFUNC,My device shuts off on its on at different times and my Touch ID sensor doesn't work anymore,1E77FB1B0EEA0BE09D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,Just stopped charging out of blue had case on it no other damage,1E77FB24438A0A409D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,Since I leased the phone and began using it people have complained that I sound far away on the phone. Sometimes it would be okay and other times it would do the same so because of that I payed no mind to it. But now the situation has gotten worse and it's with all my calls. The other person on the phone can't hear what I'm saying .,1E77FB2F7E6408E09D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,"I am not receiving all the text messages that are sent to me. I will randomly not receive messages from family/friends from a variety of networks (Verizon, Sprint, & AT&T), but I will receive some. I've tried different text messaging apps. Sprint store thought it was an internal antenna problem. Had phone's connection to Sprint network reset & updated software. Not sure of exact date this started happening, but it has been for about a month. No physical damage to phone, everything else works.",1E77FB35CEAB0A50B8E2C5498E360678,1.08E+11,Sprint,
MLFUNC,Not receiving all my text messages.,1E77FB35CEAB0A50B8E2C5498E360678,1.08E+11,Sprint,
MLFUNC,Phone will not charge properly or stay on long,1E77FB3D6B2B0900B8E2C5498E360678,1.10E+11,Sprint,
MLFUNC,"The status light at the top continues to change color as if restarting, however the phone is completely unresponsive even after trying a reset.",1E77FB8AD6AD08209D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,led screen cracked and leaked .glass is ok . digitizer may not work as well,1E77FB994DB509509D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,when you dial a number it looks like you are dialing a you are dialing two numbers at first and then drops the call,1E77FBE0B35F09D0B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,"Phone shut off at around 25% battery, two days later it stopped charging all together. We would leave it on charge for 12 hours straight and it wouldnt go above 5%.",1E77FBF189FD0AE09D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,The motherboard is out,1E77FC227A9002209D8B552A0CBC75AE,1.08E+11,Sprint,
MLFUNC,Phone screen does not show. Problem with motherboard,1E77FC2977BB07A09D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,phone will not turn on and will not take charge,1E77FC30714B0F8083AAE7E94412AE67,1.03E+11,Sprint,
MLFUNC,Charge only half the time and won't keep a charge for more That 45 mins or have to go back on charger to use.,1E77FC956E0D0A209D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,"There was no particular incident, but recently my phones speaker has not been working well. The sound is faint, and I cannot hear others unless I have headphones in. I have an otterbox on my phone, and have kept it away form liquids",1E77FCE0A4F90E309D8B552A0CBC75AE,1.08E+11,Sprint,
MLFUNC,GHOST TOUCHING JUMPING ALL OVER THE PLACE AND SOMETIMES DOESNT EVEN RESPOND IT DOESNT SEE ME TOUCHING THE SCREEN,1E77FCE1ED8E01909D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,Will not charge,1E77FCE2B23D0A9083AAE7E94412AE67,1.04E+11,Sprint,
MLFUNC,"I woke up this morning and went to work. My phone was working fine and I had it in my back pocket all morning. When I went to pull my phone out of my pocket the screen was black and unresponsive, but will still turn on.",1E77FD16CD4F0E809D8B552A0CBC75AE,1.05E+11,Sprint,
MLFUNC,Both cameras and the flash stopped working and there is a dark spot in the top right corner,1E77FD27FC660E609D8B552A0CBC75AE,1.07E+11,Sprint,
MLFUNC,My phone will not turn on. took it to sprint store and it still would not turn on with a hard reset. Apple icon and red flashing screen are all it shows,1E77FD998B5708B09D8B552A0CBC75AE,1.00E+11,Sprint,
MLFUNC,Phone suddenly stopped responding to touching of screen. Will only work with S pen,1E77FDAD78A40290B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,Speaker on left does not work and makes it hard to hear on phone,1E77FE126FCA04709D8B552A0CBC75AE,1.09E+11,Sprint,
MLFUNC,The speakers don't work on left side makes hard to hear when on phone also,1E77FE126FCA04709D8B552A0CBC75AE,1.09E+11,Sprint,
MLFUNC,"Phone screen locks up, touch goes out, turns off on own, then doesn't turn on. Then turns on by it's self and starts opening apps",1E77FE1B7E3100509EADB5B562D9FAC2,1.04E+11,Sprint,
MLFUNC,"I don't know what happened to my phone... It will not swipe open. I have taken it to the Apple store as well as sprint service center in Virginia Beach, and the store sprint store Suffolk main st,",1E78022483950610B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,I don't know what happened it just stop letting me swipe the face plate to open the phone. I took it to the Apple store and I was told it was internal. I tech told me that it would not be fixed. Told it to the sprint store I was told to file a insurance claim.,1E78022483950610B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,"After fully charging the tablet I went to turn it on and it would not power on at all. I tried holding down the power button, turning it on while it was plugged in, but nothing. When I have it plugged in the light is green showing it's charged.",1E780237CDB00A70B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,None of my apps are working,1E7802B4A0BB060083AAE7E94412AE67,1.06E+11,Sprint,
MLFUNC,Device froze up,1E7802BAD1E10B70B8E2C5498E360678,1.00E+11,Sprint,
MLFUNC,Phone not charging or holding charge stays at 1%. Tried different chargers same result,1E780315251E00E0B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,Sometimes my screen is blank I have to press the on button Multi times for it to work,1E780362243F0DC09D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,"Phone stopped working in the middle of the night, cant use any of my apps , make phone calls. Nothing is working!",1E78037BE9E40710B1540050568763AB,1.03E+11,Sprint,
MLFUNC,Was charging cell in the morning. Took cell off charger and black screen. Took cell to sprint store and they were unable to fix,1E78037D107402809D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,"The main screen is peeling apart from the back of the phone. The front view camera isn't consistently blurry. When talking on the phone, it will go on mute, Face time or simply end the call. The sound is ver low no matter how high I turn up the volume. The phone will no longer hold a charge.",1E7803C80F870890B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,The tablet was dropped and now you cant see in the screen.,1E78040BED540680B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,wont take a charge,1E78041E45F20640B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,There is a purple line on my display,1E780445109A0ED09D8B552A0CBC75AE,1.02E+11,Sprint,
MLFUNC,"The device will not turn on. The blue indicator light is blinking, but the screen will not turn on. When I tried called the number from a different phone, the call goes straight to voicemail.",1E78044FD45503C0B8E2C5498E360678,1.07E+11,Sprint,
MLFUNC,"Phone locks up, apps won't run, lose internet connection in my own house when no one else does. screen slightly lifting form phone base, won't play videos. I am constantly shutting down and restarting. These issues have been going on for quite some time. And I know I have plenty of memory left on my device.",1E7804748F8102609D8B552A0CBC75AE,1.08E+11,Sprint,
MLFUNC,Phone powered itself off in the night. It wouldn't turn back on or charge for over 2 hours. It was extremely hot once it powered on.,1E7804781F4603C0B8E2C5498E360678,1.04E+11,Sprint,
MLFUNC,IPhone will not turn on or charge.,1E7804A37FF608709D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,"I had a phone protector case on and I dropped my phone. There is no damage to the phone. But, theres lines going across the screen.",1E7804A7C7BE08C0B8E2C5498E360678,1.03E+11,Sprint,
MLFUNC,Touched the home key and screen did long respond. Attempted to turn phone one with no response,1E7804B54A850530B8E2C5498E360678,1.05E+11,Sprint,
MLFUNC,Touchscreen not responding intermittently. Screen gets bunch of lines occasionally.,1E7804BA92EF09609D8B552A0CBC75AE,1.06E+11,Sprint,
MLFUNC,Intermittent nonfunctional touchscreen.,1E7804BA92EF09609D8B552A0CBC75AE,1.06E+11,Sprint,
